tempo,key,mode,danceability,energy,valence,acousticness,speechiness,liveness,loudness,duration_ms,popularity,is_hit
133.838,9,1,0.768,0.809,0.737,0.0271,0.0289,0.0584,-5.816,214093,57,0
175.956,9,1,0.462,0.29,0.481,0.799,0.0468,0.123,-12.225,154613,36,0
176.801,9,1,0.464,0.375,0.54,0.772,0.0454,0.134,-8.445,154267,23,0
77.127,8,1,0.622,0.428,0.229,0.4320000000000001,0.0338,0.119,-10.146,244293,42,0
154.249,8,1,0.5920000000000001,0.433,0.251,0.414,0.0381,0.107,-10.108,244467,33,0
146.054,5,0,0.758,0.526,0.312,0.513,0.255,0.0913,-10.81,188703,60,0
139.931,4,0,0.6709999999999999,0.8590000000000001,0.389,0.0323,0.0833,0.267,-3.922,209355,77,0
102.009,3,0,0.5379999999999999,0.669,0.382,0.0594,0.0255,0.101,-8.012,262533,45,0
133.591,9,1,0.467,0.5489999999999999,0.292,0.0859,0.0418,0.312,-10.511,300093,48,0
163.993,6,0,0.6759999999999999,0.615,0.883,0.0384,0.0496,0.341,-7.534,176675,64,0
81.99799999999998,2,1,0.728,0.62,0.885,0.038,0.0434,0.342,-7.532999999999999,176675,55,0
81.99700000000001,2,1,0.726,0.607,0.8909999999999999,0.0389,0.0498,0.19,-7.68,176744,53,0
101.862,11,1,0.499,0.632,0.865,0.42,0.0307,0.126,-10.894,147267,15,0
101.76,8,0,0.562,0.736,0.962,0.292,0.0293,0.179,-6.671,148893,34,0
203.85,8,0,0.463,0.607,0.964,0.482,0.0299,0.117,-10.714,146933,32,0
159.0,6,1,0.632,0.732,0.317,0.105,0.092,0.111,-3.498,221173,73,0
176.43099999999995,4,1,0.402,0.8240000000000001,0.897,0.127,0.0411,0.0623,-10.258,202427,36,0
125.474,8,1,0.716,0.85,0.821,0.0631,0.0426,0.189,-9.949,222600,65,0
125.087,1,1,0.703,0.846,0.779,0.0905,0.0403,0.113,-10.208,226560,28,0
145.967,2,1,0.594,0.6,0.5,0.306,0.0498,0.149,-6.7120000000000015,232165,68,0
107.239,0,1,0.745,0.911,0.93,0.148,0.0285,0.375,-6.259,249227,51,0
107.395,0,1,0.7609999999999999,0.742,0.94,0.0898,0.025,0.0512,-11.207,295533,48,0
136.173,1,1,0.454,0.186,0.303,0.727,0.031,0.0783,-16.281,223667,50,0
79.97399999999998,10,1,0.653,0.748,0.264,0.206,0.133,0.0803,-3.89,238947,45,0
126.436,10,1,0.635,0.637,0.7040000000000001,0.347,0.0614,0.343,-7.938,149986,25,0
91.182,6,1,0.507,0.365,0.469,0.742,0.0378,0.101,-10.733,356560,55,0
87.65299999999998,6,1,0.488,0.363,0.474,0.79,0.0347,0.148,-11.679,358187,24,0
85.565,1,1,0.5820000000000001,0.642,0.936,0.274,0.307,0.0717,-4.925,221267,36,0
81.072,7,1,0.522,0.259,0.6509999999999999,0.158,0.0297,0.204,-15.339,267200,34,0
86.23200000000001,8,1,0.547,0.5710000000000001,0.608,0.522,0.0313,0.174,-8.73,189227,20,0
89.274,11,1,0.623,0.797,0.802,0.296,0.0509,0.613,-10.826,300800,35,0
185.406,5,0,0.348,0.907,0.177,0.000516,0.0497,0.161,-3.66,212413,62,0
81.154,2,1,0.583,0.616,0.388,0.44,0.0283,0.166,-5.848,283733,30,0
95.008,5,0,0.809,0.691,0.758,0.103,0.079,0.284,-6.573,202933,49,0
96.043,4,0,0.688,0.716,0.352,0.131,0.0297,0.134,-4.001,247600,50,0
94.039,2,1,0.727,0.45,0.895,0.127,0.0291,0.0544,-13.32,239160,51,0
78.342,8,1,0.57,0.625,0.962,0.47,0.0347,0.0922,-7.547999999999999,176360,28,0
94.093,8,1,0.773,0.581,0.711,0.0352,0.4320000000000001,0.485,-8.466000000000001,203067,63,0
126.509,2,1,0.688,0.899,0.833,0.242,0.0734,0.0223,-6.327999999999999,352093,48,0
131.536,9,1,0.6890000000000001,0.629,0.7440000000000001,0.0129,0.0384,0.0579,-7.262,318547,43,0
91.727,9,1,0.624,0.7659999999999999,0.7140000000000001,0.00494,0.396,0.107,-6.31,262640,50,0
76.053,4,1,0.339,0.184,0.0989,0.846,0.0289,0.109,-8.624,308440,55,0
113.858,8,1,0.581,0.422,0.743,0.7859999999999999,0.0363,0.0774,-12.825,173040,8,0
127.952,9,1,0.581,0.772,0.361,0.000343,0.0401,0.11,-6.544,320587,62,0
127.952,9,1,0.583,0.768,0.357,0.000323,0.041,0.109,-6.477,320547,47,0
93.924,1,0,0.8320000000000001,0.534,0.116,0.345,0.253,0.165,-7.813,132833,87,0
132.172,1,1,0.884,0.464,0.868,0.000925,0.222,0.0366,-12.876,244867,32,0
116.593,8,1,0.623,0.425,0.392,0.306,0.0291,0.108,-13.045,315307,60,0
139.876,0,1,0.5720000000000001,0.529,0.321,0.146,0.0282,0.335,-6.897,239507,58,0
85.948,5,1,0.307,0.289,0.145,0.851,0.0281,0.0798,-13.369000000000002,210907,64,0
85.948,5,1,0.307,0.289,0.145,0.851,0.0281,0.0798,-13.369000000000002,210907,42,0
141.22799999999995,5,1,0.239,0.7979999999999999,0.292,0.000485,0.0671,0.141,-13.952,171560,50,0
140.80700000000004,5,1,0.389,0.804,0.743,0.00206,0.0389,0.156,-12.616,166667,22,0
80.178,7,0,0.628,0.426,0.627,0.574,0.03,0.148,-11.909,313840,40,0
138.861,5,1,0.469,0.523,0.7809999999999999,0.228,0.0828,0.3,-12.979,165733,32,0
150.031,8,1,0.515,0.908,0.637,0.0158,0.0368,0.412,-4.632,252600,57,0
114.366,0,1,0.7609999999999999,0.833,0.959,0.184,0.0838,0.043,-6.602,293600,21,0
115.419,2,1,0.66,0.619,0.913,0.235,0.0466,0.0828,-12.577,213560,51,0
115.801,2,1,0.688,0.8079999999999999,0.883,0.124,0.0552,0.126,-8.207,211000,43,0
102.0,9,1,0.622,0.763,0.621,0.055,0.0263,0.313,-6.4,220800,69,0
102.0,9,1,0.622,0.763,0.621,0.055,0.0263,0.315,-6.4,221467,59,0
154.928,0,1,0.466,0.861,0.955,0.5660000000000001,0.0318,0.22,-8.61,126733,41,0
148.55100000000004,5,1,0.475,0.314,0.404,0.449,0.0279,0.108,-14.053,198667,39,0
91.284,7,1,0.464,0.848,0.774,0.123,0.0335,0.0834,-7.4289999999999985,110307,23,0
123.002,0,1,0.637,0.89,0.928,0.0832,0.0312,0.0892,-3.877,164733,53,0
138.558,4,0,0.294,0.544,0.264,0.118,0.0422,0.303,-7.905,177749,48,0
118.382,9,1,0.568,0.46,0.644,0.7929999999999999,0.0452,0.204,-9.721,170800,16,0
101.654,1,1,0.484,0.731,0.51,0.431,0.0379,0.151,-6.694,204280,78,0
120.874,0,1,0.619,0.72,0.852,0.0194,0.0275,0.218,-6.584,189093,37,0
106.004,11,1,0.608,0.841,0.917,0.0028,0.028,0.0834,-3.626,187480,54,0
120.23,1,1,0.507,0.8029999999999999,0.682,0.104,0.0388,0.054,-5.176,330427,42,0
120.256,1,1,0.52,0.605,0.77,0.181,0.0353,0.0623,-11.013,330960,43,0
120.23,1,1,0.507,0.8029999999999999,0.682,0.104,0.0388,0.054,-5.176,330427,49,0
160.414,2,1,0.5820000000000001,0.5,0.971,0.636,0.0459,0.134,-11.647,164520,48,0
94.221,8,0,0.506,0.402,0.54,0.307,0.0256,0.0814,-11.743,234360,54,0
138.043,2,1,0.8640000000000001,0.903,0.741,0.27,0.0414,0.0791,-3.258,172695,56,0
90.56,2,1,0.458,0.55,0.56,0.5660000000000001,0.0262,0.108,-7.0920000000000005,198360,62,0
170.005,4,1,0.487,0.961,0.3229999999999999,0.0415,0.132,0.5529999999999999,-4.138999999999999,231680,57,0
94.504,10,1,0.476,0.455,0.189,0.255,0.0298,0.101,-7.845,180667,54,0
58.54,7,0,0.257,0.455,0.198,0.23,0.0385,0.104,-9.259,180627,41,0
121.575,11,0,0.899,0.451,0.973,0.0756,0.0511,0.044,-14.009,232267,32,0
119.52,5,1,0.6859999999999999,0.66,0.92,0.298,0.0309,0.151,-11.894,279000,34,0
119.313,5,1,0.6940000000000001,0.7240000000000001,0.8440000000000001,0.358,0.0282,0.138,-8.125,347507,49,0
130.531,9,0,0.746,0.529,0.8390000000000001,0.7140000000000001,0.0312,0.108,-10.293,186960,34,0
74.52,0,1,0.585,0.611,0.7440000000000001,0.7829999999999999,0.0487,0.0764,-11.01,165067,32,0
127.305,9,1,0.6629999999999999,0.6940000000000001,0.401,0.0494,0.0282,0.0581,-8.333,358000,45,0
117.794,6,1,0.563,0.655,0.866,0.168,0.032,0.0484,-6.399,178653,41,0
117.179,4,0,0.536,0.696,0.6829999999999999,0.134,0.0365,0.287,-6.818,214027,51,0
147.783,2,1,0.4320000000000001,0.728,0.6659999999999999,0.00172,0.041,0.253,-7.19,241573,35,0
114.285,6,0,0.452,0.773,0.847,0.0163,0.0305,0.466,-6.794,237440,52,0
123.351,5,1,0.774,0.8109999999999999,0.963,0.65,0.0355,0.0736,-6.526,155400,57,0
176.33,10,1,0.333,0.634,0.544,0.589,0.0568,0.163,-7.502999999999999,216600,33,0
88.654,8,1,0.29,0.2,0.233,0.894,0.0275,0.221,-12.748,163400,35,0
100.191,9,0,0.693,0.733,0.899,0.0571,0.0467,0.205,-11.365,267067,35,0
120.042,8,1,0.928,0.355,0.0715,0.16,0.123,0.094,-9.181,105131,64,0
132.612,10,0,0.605,0.902,0.875,0.0185,0.0511,0.0534,-5.4060000000000015,202587,64,0
127.683,1,1,0.691,0.541,0.319,0.508,0.0776,0.0753,-5.8729999999999976,243307,62,0
74.89699999999998,7,1,0.479,0.545,0.243,0.365,0.0688,0.0963,-7.346,252733,76,0
168.707,7,1,0.439,0.665,0.328,0.474,0.0351,0.26,-7.671,223467,43,0
168.643,7,1,0.421,0.79,0.303,0.319,0.0417,0.257,-4.457,221067,48,0
127.957,9,1,0.546,0.785,0.804,0.0354,0.0297,0.0935,-8.788,232867,49,0
78.021,7,1,0.777,0.81,0.787,0.0192,0.0462,0.0861,-4.968,276320,47,0
74.048,5,1,0.463,0.277,0.268,0.92,0.0265,0.175,-11.598,191093,30,0
145.91899999999995,8,1,0.513,0.877,0.389,0.000932,0.0292,0.136,-3.756,258920,68,0
145.91899999999995,8,1,0.513,0.877,0.389,0.000932,0.0292,0.136,-3.756,258920,52,0
145.94899999999996,8,1,0.513,0.866,0.375,0.000731,0.0295,0.0941,-3.819,259867,42,0
116.284,7,1,0.6609999999999999,0.959,0.96,0.0539,0.0408,0.381,-4.439,221413,61,0
154.953,4,1,0.3670000000000001,0.685,0.8540000000000001,0.00304,0.0464,0.109,-14.831,245200,48,0
155.121,9,1,0.36,0.861,0.721,0.00123,0.0493,0.126,-7.089,245787,28,0
165.71900000000005,4,1,0.341,0.652,0.905,0.0793,0.0344,0.23,-11.917,229733,27,0
126.783,6,1,0.612,0.8370000000000001,0.7490000000000001,0.436,0.0609,0.337,-8.504,160680,41,0
126.854,1,1,0.597,0.856,0.659,0.419,0.0566,0.0509,-8.84,157680,23,0
97.973,7,1,0.608,0.931,0.768,0.114,0.0336,0.067,-3.278,208400,50,0
98.579,11,1,0.759,0.8909999999999999,0.5870000000000001,0.0298,0.257,0.141,-2.983,216707,63,0
98.565,11,1,0.764,0.875,0.573,0.0432,0.273,0.236,-4.27,217600,44,0
101.956,11,0,0.639,0.6759999999999999,0.231,0.000576,0.061,0.26,-11.168,318573,41,0
101.956,11,0,0.639,0.6759999999999999,0.231,0.000576,0.061,0.26,-11.168,318573,43,0
167.52200000000005,8,1,0.3229999999999999,0.855,0.4970000000000001,0.0563,0.0756,0.298,-4.603,212627,53,0
136.484,2,1,0.6,0.716,0.741,0.00773,0.0347,0.108,-8.693,236560,38,0
121.519,0,1,0.742,0.753,0.878,0.143,0.0262,0.123,-5.782,290760,46,0
111.563,11,0,0.585,0.7170000000000001,0.636,0.0561,0.0311,0.366,-8.379,450984,58,0
156.97899999999996,9,1,0.513,0.468,0.37,0.279,0.0282,0.321,-9.165,219267,47,0
78.374,9,1,0.5579999999999999,0.551,0.347,0.245,0.0263,0.231,-6.3329999999999975,221067,51,0
74.80199999999998,5,1,0.5589999999999999,0.365,0.534,0.6859999999999999,0.0332,0.0771,-13.654000000000002,277240,52,0
149.833,2,0,0.491,0.514,0.491,0.6990000000000001,0.04,0.0924,-7.809,275387,47,0
119.982,7,1,0.625,0.7859999999999999,0.537,0.0343,0.0465,0.202,-3.814,190000,47,0
99.963,6,0,0.508,0.762,0.444,0.254,0.0489,0.108,-4.217,263520,64,0
160.02700000000004,10,1,0.62,0.755,0.75,0.00184,0.0762,0.225,-7.896,300160,48,0
98.373,10,1,0.273,0.281,0.5529999999999999,0.574,0.0319,0.0832,-13.197,165173,15,0
114.455,4,1,0.6890000000000001,0.463,0.7020000000000001,0.249,0.0285,0.0589,-11.716,312133,52,0
114.329,4,1,0.7140000000000001,0.523,0.674,0.23,0.028,0.0612,-9.718,243467,32,0
97.196,7,1,0.42,0.43,0.337,0.0224,0.0244,0.12,-8.943999999999997,214213,38,0
97.167,7,1,0.415,0.313,0.359,0.146,0.0271,0.132,-11.505,213013,16,0
107.853,9,1,0.623,0.7340000000000001,0.37,0.0162,0.107,0.145,-5.948,244453,76,0
108.802,4,1,0.429,0.334,0.453,0.301,0.0284,0.0881,-13.55,189933,22,0
122.499,0,1,0.534,0.8690000000000001,0.941,0.00203,0.0328,0.7709999999999999,-4.76,198800,37,0
137.17,0,0,0.416,0.5589999999999999,0.152,0.00346,0.0349,0.148,-10.751,392400,44,0
173.67,1,1,0.5379999999999999,0.535,0.835,0.6,0.0756,0.122,-11.327,283493,31,0
167.201,0,1,0.477,0.895,0.963,0.723,0.0586,0.7909999999999999,-6.63,143307,47,0
90.015,10,1,0.531,0.856,0.44,0.00369,0.0288,0.13,-3.241,442747,45,0
148.775,10,0,0.6859999999999999,0.561,0.186,0.185,0.191,0.114,-9.929,116240,75,0
117.692,9,0,0.8859999999999999,0.312,0.7829999999999999,0.37,0.0579,0.103,-16.094,232867,53,0
108.975,9,1,0.591,0.514,0.6579999999999999,0.263,0.0256,0.0797,-10.183,228000,49,0
109.017,9,1,0.562,0.634,0.636,0.0438,0.0262,0.242,-7.667999999999997,226667,28,0
93.565,5,1,0.6829999999999999,0.435,0.885,0.579,0.0812,0.0773,-13.361,191627,31,0
88.95299999999996,1,1,0.8809999999999999,0.623,0.745,0.257,0.119,0.0964,-9.662,129547,70,0
136.746,0,1,0.759,0.723,0.962,0.173,0.028,0.179,-9.315,181973,65,0
84.315,10,1,0.335,0.163,0.513,0.782,0.031,0.316,-17.254,152360,31,0
103.032,8,0,0.8540000000000001,0.5429999999999999,0.868,0.0402,0.0844,0.0419,-6.166,243733,64,0
103.016,10,0,0.8270000000000001,0.487,0.868,0.0721,0.0531,0.0544,-6.474,241800,43,0
103.018,10,0,0.8220000000000001,0.482,0.868,0.0615,0.0542,0.0612,-6.472,240813,48,0
171.84900000000005,11,0,0.451,0.588,0.332,0.0643,0.2,0.171,-7.973,220373,57,0
95.346,3,1,0.202,0.0246,0.103,0.978,0.033,0.149,-20.881,302800,39,0
114.247,5,1,0.288,0.0944,0.0838,0.952,0.0346,0.0963,-14.762,270181,6,0
140.55,5,1,0.473,0.804,0.735,0.324,0.0473,0.393,-7.697,176467,49,0
140.171,5,1,0.481,0.769,0.72,0.127,0.0595,0.122,-9.264,176440,34,0
77.928,8,1,0.637,0.6779999999999999,0.426,0.0543,0.0345,0.0961,-2.21,297360,49,0
77.933,5,0,0.637,0.6859999999999999,0.405,0.044,0.0373,0.087,-2.155,297533,37,0
131.094,8,1,0.528,0.831,0.632,9.43e-05,0.0429,0.141,-3.607,220480,65,0
149.312,4,1,0.429,0.413,0.155,0.669,0.032,0.288,-9.566,292733,60,0
104.746,1,0,0.604,0.784,0.8290000000000001,0.865,0.0528,0.155,-9.757,98827,33,0
78.11,9,1,0.706,0.473,0.92,0.4920000000000001,0.0298,0.0832,-12.673,170319,29,0
88.525,2,1,0.507,0.669,0.484,0.126,0.0275,0.111,-5.104,311640,48,0
123.753,0,1,0.8059999999999999,0.489,0.899,0.0544,0.104,0.0696,-12.898,162160,35,0
123.753,0,1,0.8059999999999999,0.489,0.899,0.0544,0.104,0.0696,-12.898,162160,35,0
139.671,11,0,0.46,0.81,0.38,6.54e-05,0.0557,0.123,-5.008,326667,60,0
186.162,6,1,0.208,0.342,0.135,0.875,0.0327,0.0908,-8.702,239813,50,0
91.755,5,1,0.266,0.337,0.438,0.809,0.0304,0.0765,-9.549,144280,28,0
120.006,8,1,0.961,0.9,0.95,0.309,0.0678,0.354,-6.874,189587,48,0
119.953,0,1,0.496,0.5760000000000001,0.371,0.073,0.0352,0.101,-12.26,272240,55,0
118.975,7,1,0.7090000000000001,0.599,0.735,0.095,0.0304,0.0973,-3.734,240760,54,0
118.975,7,1,0.7090000000000001,0.599,0.735,0.095,0.0304,0.0973,-3.734,240760,53,0
145.26,11,1,0.5589999999999999,0.7659999999999999,0.723,0.0107,0.0295,0.194,-5.056,203053,62,0
109.716,1,1,0.602,0.893,0.528,0.0957,0.0483,0.171,-8.641,323240,48,0
172.21200000000005,6,0,0.657,0.537,0.636,0.0196,0.199,0.102,-7.825,317067,34,0
59.041,0,1,0.606,0.648,0.6459999999999999,0.349,0.0466,0.639,-7.802,290067,55,0
129.534,9,1,0.77,0.831,0.94,0.00317,0.0458,0.0857,-7.68,416427,39,0
78.806,3,1,0.332,0.268,0.32,0.8420000000000001,0.0421,0.321,-14.41,141840,17,0
169.83700000000005,2,1,0.386,0.452,0.287,0.417,0.0278,0.0881,-7.715,279827,66,0
106.476,3,0,0.726,0.401,0.852,0.782,0.0323,0.168,-7.524,161973,37,0
83.588,1,1,0.56,0.6920000000000001,0.698,0.112,0.0302,0.0638,-6.438,200693,42,0
130.243,11,0,0.7340000000000001,0.653,0.919,0.022,0.0628,0.377,-12.384,336467,22,0
156.334,9,1,0.39,0.312,0.361,0.3,0.0366,0.134,-16.918,209600,53,0
75.67,8,1,0.511,0.517,0.433,0.13,0.0328,0.074,-9.653,241893,65,0
138.411,2,1,0.605,0.5579999999999999,0.632,0.0683,0.033,0.0389,-12.031,231560,22,0
152.047,10,1,0.501,0.7879999999999999,0.61,0.12,0.0415,0.1369999999999999,-4.624,186613,77,0
95.502,1,1,0.835,0.799,0.736,0.0887,0.123,0.1,-4.649,255947,33,0
130.639,11,1,0.534,0.708,0.488,0.089,0.0402,0.192,-5.732,286480,58,0
117.232,10,0,0.77,0.319,0.863,0.205,0.0579,0.0687,-17.098,316160,58,0
138.36700000000002,5,1,0.631,0.363,0.266,0.632,0.0336,0.084,-14.331,219160,53,0
81.01100000000002,6,1,0.6759999999999999,0.441,0.929,0.623,0.0347,0.0701,-13.835,183667,33,0
112.008,9,1,0.657,0.431,0.926,0.149,0.166,0.0428,-15.682,385507,48,0
111.393,9,1,0.684,0.659,0.921,0.216,0.18,0.0674,-9.549,205680,47,0
126.041,9,0,0.631,0.833,0.901,0.1689999999999999,0.0286,0.0745,-8.695,316600,35,0
113.203,9,1,0.782,0.41,0.716,0.308,0.0851,0.146,-9.317,209280,21,0
118.75,0,1,0.517,0.718,0.568,0.13,0.0423,0.0876,-8.927999999999997,170907,43,0
118.697,0,1,0.521,0.69,0.5920000000000001,0.124,0.044,0.089,-9.673,170867,37,0
103.781,5,0,0.856,0.536,0.695,0.271,0.0377,0.114,-11.291,356227,31,0
171.85299999999995,11,0,0.4970000000000001,0.489,0.231,0.0576,0.294,0.122,-7.724,268187,74,0
124.095,11,1,0.688,0.852,0.925,0.0847,0.0694,0.446,-6.737,237573,26,0
119.61,9,1,0.731,0.7559999999999999,0.514,0.0766,0.0266,0.0448,-5.95,224667,40,0
120.059,2,1,0.787,0.472,0.8240000000000001,0.221,0.0832,0.153,-12.824000000000002,330643,70,0
119.929,2,1,0.7859999999999999,0.469,0.8,0.0077599999999999,0.105,0.0834,-11.336,334000,50,0
121.765,7,1,0.75,0.506,0.78,0.00872,0.304,0.123,-12.812,208933,52,0
111.483,1,0,0.6940000000000001,0.726,0.853,0.383,0.0446,0.0897,-6.335,150933,29,0
115.013,5,0,0.5710000000000001,0.937,0.584,0.0064,0.0365,0.316,-3.467,203133,55,0
137.611,7,1,0.326,0.0902,0.218,0.647,0.0344,0.198,-20.588,219493,58,0
137.611,7,1,0.326,0.0902,0.218,0.647,0.0344,0.198,-20.588,219493,51,0
137.611,7,1,0.326,0.0902,0.218,0.647,0.0344,0.198,-20.588,219493,33,0
84.62799999999999,7,1,0.605,0.365,0.224,0.63,0.111,0.0554,-11.144,193668,74,0
90.246,0,1,0.617,0.5670000000000001,0.505,0.0584,0.0828,0.0933,-4.188,217603,70,0
106.101,7,1,0.628,0.871,0.615,0.0077,0.0363,0.392,-6.44,232067,63,0
125.928,9,1,0.631,0.8190000000000001,0.733,0.0767,0.122,0.1,-4.24,233173,65,0
125.705,3,1,0.6459999999999999,0.628,0.8809999999999999,0.404,0.243,0.00967,-8.794,141667,52,0
115.421,1,1,0.7240000000000001,0.79,0.962,0.000378,0.0699,0.0545,-11.389,368333,31,0
118.086,10,1,0.25,0.136,0.0981,0.6729999999999999,0.037,0.107,-12.162,292333,59,0
88.016,4,0,0.8190000000000001,0.7709999999999999,0.731,0.113,0.195,0.118,-4.427,231667,36,0
113.045,9,1,0.537,0.88,0.508,0.0256,0.0404,0.467,-6.8729999999999976,269133,35,0
184.611,7,1,0.465,0.48,0.365,0.0343,0.202,0.0427,-13.653,288733,50,0
103.131,6,1,0.58,0.536,0.544,0.00887,0.031,0.151,-12.269,182400,29,0
137.918,2,0,0.262,0.482,0.0878,0.5539999999999999,0.0302,0.244,-6.863,342093,64,0
107.819,0,1,0.473,0.348,0.283,0.721,0.0288,0.0823,-11.1,215853,70,0
179.98,7,1,0.69,0.5920000000000001,0.466,0.0236,0.3,0.56,-5.973,198760,50,0
130.023,1,1,0.654,0.872,0.612,0.0411,0.11,0.0808,-3.824,215160,53,0
99.991,8,1,0.77,0.882,0.385,0.194,0.0602,0.316,-4.792,223523,78,0
140.126,8,1,0.368,0.293,0.229,0.93,0.0314,0.0866,-11.173,155707,26,0
128.85399999999998,6,1,0.5539999999999999,0.62,0.7909999999999999,0.403,0.0456,0.128,-8.13,195120,40,0
173.322,5,1,0.446,0.366,0.7909999999999999,0.511,0.0287,0.604,-13.454,177067,30,0
185.503,10,1,0.376,0.67,0.8370000000000001,0.0727,0.0854,0.0718,-9.273,169293,61,0
185.273,10,1,0.378,0.682,0.89,0.0777,0.124,0.0573,-10.228,166507,55,0
169.72400000000005,1,0,0.691,0.706,0.892,0.27,0.115,0.272,-5.983,203080,45,0
124.318,1,1,0.535,0.917,0.266,0.00332,0.0903,0.102,-7.697999999999999,235933,47,0
92.801,9,1,0.644,0.459,0.852,0.657,0.0322,0.0876,-11.702,137493,44,0
92.769,9,1,0.637,0.4320000000000001,0.826,0.639,0.031,0.0839,-12.771,137293,28,0
81.40899999999998,11,1,0.635,0.6779999999999999,0.7070000000000001,0.211,0.0384,0.112,-6.2620000000000005,145467,47,0
77.945,2,1,0.267,0.337,0.274,0.0305,0.0339,0.097,-9.713,321120,49,0
121.37,5,1,0.773,0.893,0.971,0.0827,0.034,0.0984,-4.768,262480,37,0
122.994,10,0,0.633,0.8220000000000001,0.633,0.0084599999999999,0.0723,0.141,-5.011,216560,55,0
153.747,4,1,0.521,0.8140000000000001,0.972,0.066,0.108,0.0868,-8.27,157067,25,0
99.98,2,1,0.596,0.732,0.228,0.0153,0.0401,0.318,-6.189,238387,61,0
149.744,5,0,0.342,0.792,0.431,0.000442,0.0391,0.142,-6.001,264160,57,0
111.423,5,0,0.519,0.785,0.67,0.0468,0.0512,0.176,-11.111,206133,39,0
112.217,5,0,0.518,0.9,0.7070000000000001,0.0208,0.0481,0.136,-5.249,205987,44,0
80.19,0,1,0.438,0.216,0.374,0.723,0.0302,0.0963,-16.288,228000,45,0
191.539,4,0,0.69,0.5,0.586,0.598,0.0909,0.11,-16.145,236093,61,0
191.539,4,0,0.69,0.5,0.586,0.598,0.0909,0.11,-16.145,236093,35,0
191.222,4,0,0.679,0.537,0.506,0.446,0.0756,0.145,-15.514,228493,28,0
96.178,6,1,0.637,0.406,0.35,0.8440000000000001,0.0235,0.0875,-12.1,298133,41,0
158.05,3,1,0.557,0.737,0.8170000000000001,0.0142,0.0476,0.314,-5.75,204187,61,0
128.996,9,0,0.73,0.723,0.935,0.0296,0.0682,0.0552,-7.545,320480,37,0
128.925,9,0,0.754,0.7240000000000001,0.954,0.0158,0.0656,0.0611,-6.058,320333,43,0
187.581,9,1,0.583,0.5379999999999999,0.653,0.428,0.0819,0.0792,-12.470999999999998,278467,32,0
136.83700000000002,10,1,0.816,0.514,0.912,0.767,0.0339,0.0899,-8.741,176333,68,0
89.676,7,1,0.5770000000000001,0.391,0.253,0.21,0.0243,0.393,-10.591,253867,42,0
137.382,4,0,0.521,0.301,0.621,0.836,0.0356,0.398,-7.117999999999999,125227,57,0
108.869,0,1,0.8009999999999999,0.244,0.644,0.754,0.0409,0.111,-15.288,171107,21,0
120.405,1,1,0.506,0.799,0.461,0.0791,0.38,0.0929,-6.58,236080,57,0
82.016,3,1,0.634,0.8079999999999999,0.937,0.192,0.0517,0.0898,-4.12,186867,69,0
145.72899999999996,0,1,0.537,0.882,0.81,0.000342,0.0403,0.12,-2.306,179813,64,0
137.06,10,1,0.317,0.293,0.183,0.929,0.0328,0.132,-9.849,165306,30,0
137.06,10,1,0.317,0.293,0.183,0.929,0.0328,0.132,-9.849,165306,36,0
94.905,7,1,0.595,0.815,0.4370000000000001,0.166,0.0357,0.339,-4.034,247733,36,0
142.61,5,1,0.361,0.6,0.289,0.0948,0.0307,0.0814,-5.862,225427,35,0
115.049,2,1,0.608,0.825,0.454,0.024,0.0419,0.346,-6.303,335333,63,0
115.047,2,1,0.602,0.853,0.466,0.0274,0.0438,0.355,-5.362,333453,52,0
127.318,6,1,0.53,0.305,0.221,0.4920000000000001,0.028,0.1369999999999999,-8.568,248040,46,0
192.982,6,0,0.387,0.7509999999999999,0.7879999999999999,0.00193,0.119,0.0752,-9.043,125693,18,0
124.368,9,0,0.757,0.6509999999999999,0.861,0.214,0.0333,0.0902,-14.916,332230,60,0
129.046,8,1,0.4370000000000001,0.186,0.222,0.75,0.0374,0.102,-14.494000000000002,146467,45,0
89.975,9,1,0.66,0.6659999999999999,0.933,0.0759,0.0472,0.0268,-4.342,214227,73,0
180.389,9,1,0.754,0.575,0.561,0.0977,0.366,0.474,-8.22,272834,41,0
125.176,0,1,0.605,0.44,0.6729999999999999,0.845,0.23,0.108,-16.641,240107,41,0
146.264,11,0,0.57,0.63,0.945,0.147,0.0268,0.0717,-12.985,289427,25,0
99.816,7,1,0.8140000000000001,0.8079999999999999,0.738,0.161,0.155,0.0616,-5.034,257333,58,0
174.085,9,1,0.519,0.907,0.794,0.0829,0.0665,0.325,-2.681,165693,58,0
174.084,5,0,0.545,0.7829999999999999,0.551,0.00489,0.0345,0.132,-4.261,193733,77,0
174.08,5,0,0.544,0.768,0.54,0.00611,0.0342,0.255,-4.655,193975,51,0
101.858,9,1,0.6659999999999999,0.733,0.597,0.138,0.0563,0.0892,-5.884,304733,54,0
157.66,6,1,0.391,0.951,0.468,0.0126,0.0692,0.0878,-7.419,148360,75,0
157.653,6,1,0.395,0.955,0.472,0.0157,0.0737,0.089,-7.395,148373,42,0
103.658,5,1,0.5760000000000001,0.603,0.524,0.455,0.0329,0.0406,-9.603,582733,51,0
141.733,11,1,0.441,0.644,0.349,0.56,0.0363,0.109,-5.774,220173,65,0
153.933,10,1,0.477,0.398,0.395,0.5429999999999999,0.0509,0.0524,-9.986,358693,21,0
