tempo,key,mode,danceability,energy,valence,acousticness,speechiness,liveness,loudness,duration_ms,popularity,is_hit
168.15200000000004,0,1,0.5660000000000001,0.705,0.7809999999999999,0.43,0.0311,0.109,-7.569,279400,51,1
98.497,6,1,0.583,0.488,0.191,0.821,0.0444,0.115,-10.494000000000002,292400,46,1
95.833,1,1,0.6940000000000001,0.8240000000000001,0.675,0.119,0.0909,0.152,-6.756,299827,61,1
104.872,9,1,0.6829999999999999,0.937,0.619,0.00481,0.0449,0.07,-6.335,268653,68,1
110.008,11,1,0.768,0.8640000000000001,0.8909999999999999,0.101,0.0324,0.162,-6.145,173027,79,1
110.018,2,0,0.625,0.426,0.112,0.413,0.0271,0.116,-8.392000000000001,270333,68,1
109.962,11,0,0.61,0.41,0.116,0.442,0.0317,0.113,-9.215,270605,57,1
88.634,1,0,0.867,0.6459999999999999,0.67,0.303,0.288,0.279,-4.674,304600,76,1
88.663,1,0,0.865,0.65,0.715,0.324,0.207,0.133,-4.617,305707,51,1
92.59,6,0,0.853,0.526,0.792,0.347,0.211,0.0684,-5.425,272510,40,1
103.018,8,1,0.927,0.721,0.965,0.422,0.0908,0.0422,-12.561,249382,59,1
144.29,4,1,0.679,0.509,0.534,0.0856,0.0617,0.438,-7.31,223547,67,1
144.29,4,1,0.679,0.509,0.534,0.0856,0.0617,0.438,-7.31,223547,51,1
78.946,4,1,0.65,0.531,0.487,0.457,0.0364,0.249,-8.335,258133,73,1
102.322,7,1,0.669,0.727,0.807,0.139,0.0353,0.123,-7.587999999999999,243493,70,1
102.497,2,1,0.8370000000000001,0.5479999999999999,0.821,0.0407,0.116,0.05,-9.658,290467,55,1
119.873,11,1,0.6509999999999999,0.402,0.258,0.639,0.028,0.0765,-9.303,345600,65,1
131.741,10,0,0.583,0.532,0.223,0.684,0.0309,0.306,-7.11,288427,73,1
131.727,8,1,0.5870000000000001,0.493,0.21,0.63,0.0296,0.224,-8.368,289227,51,1
171.798,1,1,0.77,0.505,0.757,0.311,0.0828,0.0777,-7.345,279507,72,1
145.517,7,1,0.57,0.478,0.358,0.536,0.0322,0.0931,-10.185,291667,69,1
103.649,0,1,0.799,0.623,0.773,0.0141,0.0812,0.43,-9.374,238800,65,1
103.648,0,1,0.775,0.606,0.7879999999999999,0.042,0.12,0.523,-9.86,277293,57,1
103.646,1,1,0.7909999999999999,0.7020000000000001,0.789,0.0174,0.0623,0.423,-7.332999999999997,237547,65,1
